LocationName,LocationID,Latitude,Longitude,Year,Month,Day,ObservationType,Observation,Species,cultivar,descriptive,catagorical,numeral,location,freeze
Shirley Plantation,p0001,NA,NA,1840,June,1,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,1,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,2,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,2,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,2,weather,precipitation,NA,NA,heavy; all night,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,2,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,2,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,3,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,3,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,3,weather,windy,NA,NA,NA,sw,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,3,weather,precipitation,NA,NA,evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,3,agriculture,weeding,NA,NA,weeds and briars,NA,,quarter lot,
Shirley Plantation,p0001,NA,NA,1840,June,3,weather,hydrology,NA,NA,wet,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,4,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,4,weather,hydrology,NA,NA,wet,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,4,weather,precipitation,NA,NA,heavy,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,4,labor,repairing,NA,NA,public road,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,4,agriculture,weeding,NA,NA,weeds and briars,NA,,quarter lot,
Shirley Plantation,p0001,NA,NA,1840,June,5,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,5,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,5,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,5,labor,repairing,NA,NA,public road,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,5,agriculture,weeding,NA,NA,na,NA,,clover field,
Shirley Plantation,p0001,NA,NA,1840,June,5,labor,general,NA,NA,washing wool,cleaning,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,6,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,6,weather,precipitation,NA,NA,violent,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,6,weather,windy,NA,NA,violent,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,6,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,6,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,7,weather,windy,NA,NA,violent,n,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,7,weather,precipitation,NA,NA,heavy,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,7,weather,temperature,NA,NA,na,cold,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,7,weather,temperature,NA,NA,cold for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,8,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,8,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,8,weather,windy,NA,NA,NA,n,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,9,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,9,weather,temperature,NA,NA,cold for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,9,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,9,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,9,weather,hydrology,NA,NA,wet,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,10,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,10,weather,temperature,NA,NA,cool for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,10,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,10,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,11,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,11,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,11,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,11,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,12,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,12,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,12,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,12,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,12,agriculture,problem,NA,NA,broken machine,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,13,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,13,weather,precipitation,NA,NA,light rain,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,13,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,13,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,14,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,14,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,14,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,15,weather,precipitation,NA,NA,all day,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,15,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,16,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,16,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,16,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,16,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,17,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,17,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,17,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,17,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,weather,windy,NA,NA,violent,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,weather,precipitation,NA,NA,violent,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,agriculture,problem,NA,NA,storm damaged crops,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,livestock,problem,NA,NA,hen pen damaged,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,agriculture,problem,NA,NA,bad harvest due to storm,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,18,agriculture,harvesting,wheat,NA,stopped because of storm,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,weather,temperature,NA,NA,na,cold,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,weather,windy,NA,NA,NA,nw,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,operations,drying,wheat,NA,due to storm,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,labor,repairing,NA,NA,storm damage,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,19,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,weather,windy,NA,NA,NA,nw,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,agriculture,problem,wheat,NA,rotten,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,20,agriculture,problem,wheat,NA,deferred harvest for too long,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,21,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,21,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,22,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,22,weather,cloud cover,NA,NA,evening,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,22,agriculture,harvesting,wheat,NA,rotten,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,22,agriculture,problem,wheat,NA,bad harvest,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,23,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,23,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,23,weather,precipitation,NA,NA,heavy; evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,23,agriculture,harvesting,wheat,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,24,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,24,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,24,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,24,agriculture,harvesting,wheat,red bearded,finished,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,25,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,25,weather,precipitation,NA,NA,na,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,25,weather,hydrology,NA,NA,wet,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,25,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,25,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,26,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,26,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,26,labor,hauling,oats,NA,barn to hay house,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,26,agriculture,replanting,peas,cowpeas,to new field,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,26,weather,hydrology,NA,NA,wet,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,27,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,27,weather,temperature,NA,NA,sultry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,27,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,27,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,27,agriculture,problem,wheat,NA,not completely dry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,28,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,28,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,28,weather,hydrology,NA,NA,damp,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,weather,temperature,NA,NA,na,Fahrenheit,95,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,weather,temperature,NA,NA,hottest day,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,weather,temperature,NA,NA,sultry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,29,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,30,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,30,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,30,weather,temperature,NA,NA,not as hot as yesterday,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,30,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,June,30,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,weather,windy,NA,NA,NA,n,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,weather,temperature,NA,NA,cool for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,1,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,weather,windy,NA,NA,NA,ne,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,weather,precipitation,NA,NA,light rain,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,operations,plowing,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,2,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,3,weather,windy,NA,NA,NA,ne,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,3,weather,precipitation,NA,NA,na,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,3,agriculture,problem,corn,NA,downed by wind,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,4,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,4,weather,temperature,NA,NA,cold for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,4,weather,windy,NA,NA,NA,ne,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,4,operations,plowing,corn,NA,finished,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,4,agriculture,weeding,corn,NA,finished,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,5,weather,temperature,NA,NA,na,cold,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,5,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,5,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,5,weather,windy,NA,NA,strong,ne,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,6,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,6,weather,windy,NA,NA,NA,ne,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,6,weather,hydrology,NA,NA,damp,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,6,operations,shelling,wheat,red bearded,na,bushels,100,NA,
Shirley Plantation,p0001,NA,NA,1840,July,6,accounting,selling,wheat,red bearded,na,bushels,56,NA,
Shirley Plantation,p0001,NA,NA,1840,July,7,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,7,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,7,operations,shelling,wheat,red bearded,for sale,bushels,457.5,NA,
Shirley Plantation,p0001,NA,NA,1840,July,8,weather,precipitation,NA,NA,all day,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,8,operations,shelling,wheat,red bearded,for sale,bushels,213,NA,
Shirley Plantation,p0001,NA,NA,1840,July,9,weather,precipitation,NA,NA,all day,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,9,weather,windy,NA,NA,NA,sw,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,9,operations,shelling,wheat,red bearded,for sale,bushels,86,NA,
Shirley Plantation,p0001,NA,NA,1840,July,10,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,10,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,10,operations,shelling,wheat,white may,for sale,bushels,488,NA,
Shirley Plantation,p0001,NA,NA,1840,July,11,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,11,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,11,operations,shelling,wheat,white may,for sale,bushels,415,NA,
Shirley Plantation,p0001,NA,NA,1840,July,12,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,12,weather,temperature,NA,NA,summer weather,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,13,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,13,weather,temperature,NA,NA,sultry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,13,weather,cloud cover,NA,NA,evening,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,13,weather,precipitation,NA,NA,heavy,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,13,operations,shelling,wheat,white may,for sale,bushels,420,NA,
Shirley Plantation,p0001,NA,NA,1840,July,14,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,14,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,14,operations,shelling,wheat,white may,for sale,bushels,287,NA,
Shirley Plantation,p0001,NA,NA,1840,July,15,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,15,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,15,operations,shelling,wheat,white may,for sale,bushels,404,NA,
Shirley Plantation,p0001,NA,NA,1840,July,15,labor,delivering,wheat,NA,on a boat,bushels,1300,to Richmond,
Shirley Plantation,p0001,NA,NA,1840,July,16,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,16,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,16,operations,shelling,wheat,turkey,na,bushels,270,NA,
Shirley Plantation,p0001,NA,NA,1840,July,16,labor,delivering,wheat,NA,na,bushels,1200,to Richmond,
Shirley Plantation,p0001,NA,NA,1840,July,17,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,17,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,17,operations,shelling,wheat,NA,for sale,bushels,142,NA,
Shirley Plantation,p0001,NA,NA,1840,July,17,operations,shelling,wheat,NA,for people,bushels,16,NA,
Shirley Plantation,p0001,NA,NA,1840,July,17,agriculture,harvesting,oats,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,17,agriculture,weeding,corn,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,18,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,18,weather,precipitation,NA,NA,evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,18,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,18,agriculture,harvesting,oats,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,19,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,19,weather,windy,NA,NA,NA,sw,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,19,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,20,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,20,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,20,weather,temperature,NA,NA,cool for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,20,agriculture,harvesting,oats,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,21,weather,temperature,NA,NA,cool for season,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,21,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,21,agriculture,harvesting,oats,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,22,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,22,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,22,agriculture,harvesting,oats,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,23,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,23,weather,precipitation,NA,NA,evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,23,labor,general,oats,NA,na,shocking,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,weather,windy,NA,NA,NA,nw,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,labor,hauling,NA,NA,manure,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,operations,fallowing,NA,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,24,labor,delivering,wheat,NA,na,bushels,600,to Richmond,
Shirley Plantation,p0001,NA,NA,1840,July,25,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,25,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,25,weather,hydrology,NA,NA,dry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,25,operations,fallowing,NA,NA,hard to fallow,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,25,labor,hauling,NA,NA,manure,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,26,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,26,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,26,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,26,weather,hydrology,NA,NA,dry for corn,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,27,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,27,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,27,weather,hydrology,NA,NA,dry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,27,operations,fallowing,NA,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,27,labor,hauling,NA,NA,manure,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,weather,windy,NA,NA,NA,sw,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,weather,hydrology,NA,NA,dry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,operations,fallowing,NA,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,labor,hauling,NA,NA,manure,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,28,weather,hydrology,NA,NA,hard land,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,29,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,29,weather,temperature,NA,NA,na,hot,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,29,weather,precipitation,NA,NA,evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,29,operations,shelling,oats,NA,for sale,bushels,520,NA,
Shirley Plantation,p0001,NA,NA,1840,July,30,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,30,weather,hydrology,NA,NA,na,dry,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,30,weather,temperature,NA,NA,na,warm,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,30,operations,shelling,oats,NA,for sale,bushels,530,NA,
Shirley Plantation,p0001,NA,NA,1840,July,31,weather,cloud cover,NA,NA,na,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,31,weather,precipitation,NA,NA,evening,rain,,NA,
Shirley Plantation,p0001,NA,NA,1840,July,31,operations,shelling,oats,NA,for sale,bushels,387,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,weather,temperature,NA,NA,na,cool,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,operations,fallowing,NA,NA,na,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,labor,hauling,NA,NA,manure,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,1,operations,shelling,oats,NA,na,thrashing,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,2,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,2,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,3,weather,cloud cover,NA,NA,na,clear,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,3,weather,temperature,NA,NA,na,pleasant,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,3,weather,hydrology,NA,NA,dry,NA,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,3,operations,shelling,oats,NA,for horses,thrashing,,NA,
Shirley Plantation,p0001,NA,NA,1840,August,3,operations,fallowing,NA,NA,na,NA,,NA,
